entity_key,name,cat,county,district,address,tel,sources
3503190522,怡馨親子診所,兒童發展篩檢院所,臺中市,太平區,臺中市太平區育賢路253號,04-23938026,healthforkids
x:臺中市:恆欣小兒科診所,恆欣小兒科診所,兒童發展篩檢院所,臺中市,太平區,臺中市太平區新平路一段108號,04-22737419,healthforkids
5903250765,慶燿診所,兒童發展篩檢院所,臺中市,南區,臺中市南區國光路241號,04-22872877,healthforkids
x:臺中市:懷生小兒科診所,懷生小兒科診所,兒童發展篩檢院所,臺中市,西屯區,臺中市西屯區忠義街102號,04-23176257,healthforkids
x:臺中市:承安耳鼻喉科診所,承安耳鼻喉科診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區北屯路441號,04-22425252,healthforkids
x:臺中市:敬康耳鼻喉科診所,敬康耳鼻喉科診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區大業路229號,04-23282070,healthforkids
1517050084,新亞東婦產科醫院,兒童發展篩檢院所,臺中市,北區,臺中市北區中清路一段403號,04-22075779,healthforkids
x:臺中市:方德涵診所,方德涵診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區太順路82號,04-24369555,healthforkids
x:臺中市:施勝桓小兒科診所,施勝桓小兒科診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區黎明路二段286號,04-22581985,healthforkids
x:臺中市:施永泰小兒科診所,施永泰小兒科診所,兒童發展篩檢院所,臺中市,北區,臺中市北區建興里梅亭街200號,04-22363426,healthforkids
x:臺中市:明道小兒科診所,明道小兒科診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區田心里向心南路933號,04-23845795,healthforkids
x:臺中市:曙光小兒科診所,曙光小兒科診所,兒童發展篩檢院所,臺中市,西區,臺中市西區五權西三街81號,04-23758822,healthforkids
x:臺中市:曾曉鐘小兒科診所,曾曉鐘小兒科診所,兒童發展篩檢院所,臺中市,西屯區,臺中市西屯區河南路二段496號,04-27036888,healthforkids
3531045890,朝安診所,兒童發展篩檢院所,臺中市,沙鹿區,臺中市沙鹿區鎮南路二段50號,04-26337172,healthforkids
5903050345,朱博欣小兒科診所,兒童發展篩檢院所,臺中市,沙鹿區,臺中市沙鹿區中山路487之2號,04-26630086,healthforkids
x:臺中市:李彥德耳鼻喉科診所,李彥德耳鼻喉科診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區軍功路一段732號,04-24373125,healthforkids
x:臺中市:李文軒耳鼻喉科診所,李文軒耳鼻喉科診所,兒童發展篩檢院所,臺中市,大里區,臺中市大里區益民路二段271號,04-24872898,healthforkids
x:臺中市:李昭儀兒科診所,李昭儀兒科診所,兒童發展篩檢院所,臺中市,沙鹿區,臺中市沙鹿區光華路113之1號,04-26366855,healthforkids
0936030018,李綜合醫療社團法人大甲李綜合醫院,兒童發展篩檢院所,臺中市,大甲區,臺中市大甲區八德街2號,04-26862288,healthforkids;sfaa
x:臺中市:李良小兒科診所,李良小兒科診所,兒童發展篩檢院所,臺中市,大里區,臺中市大里區益民路二段119號,04-24810998,healthforkids
x:臺中市:林俊彥小兒科診所,林俊彥小兒科診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區黎明路一段229號,04-24702058,healthforkids
x:臺中市:林士璁小兒科診所,林士璁小兒科診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區大連路二段231號,04-22410390,healthforkids
x:臺中市:林大丕小兒科診所,林大丕小兒科診所,兒童發展篩檢院所,臺中市,豐原區,臺中市豐原區三民路130號,04-25282345,healthforkids
x:臺中市:林子凱耳鼻喉科診所,林子凱耳鼻喉科診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區公益路二段19號,04-23105758,healthforkids
x:臺中市:林子巡診所,林子巡診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區松竹路二段669號,04-22413636,healthforkids
3517041934,林忠立診所,兒童發展篩檢院所,臺中市,南區,臺中市南區和平里美村南路58號,04-22619948,healthforkids
x:臺中市:林政益小兒科診所,林政益小兒科診所,兒童發展篩檢院所,臺中市,神岡區,臺中市神岡區岸裡里中山路33號,04-25152765,healthforkids
x:臺中市:林永祥小兒科診所,林永祥小兒科診所,兒童發展篩檢院所,臺中市,豐原區,臺中市豐原區中正路89號,04-25250995,healthforkids
x:臺中市:林澤民小兒科診所,林澤民小兒科診所,兒童發展篩檢院所,臺中市,清水區,臺中市清水區中山路242之1號,04-26233935,healthforkids
x:臺中市:林燄小兒科診所,林燄小兒科診所,兒童發展篩檢院所,臺中市,北區,臺中市北區健行路659號,04-22050512,healthforkids
3536040224,林玉彪診所,兒童發展篩檢院所,臺中市,清水區,臺中市清水區南寧里光華路135號,04-26233880,healthforkids
x:臺中市:林釗尚小兒科診所,林釗尚小兒科診所,兒童發展篩檢院所,臺中市,大雅區,臺中市大雅區大雅路151號,04-25600313,healthforkids
x:臺中市:梧棲中央診所,梧棲中央診所,兒童發展篩檢院所,臺中市,梧棲區,臺中市梧棲區中央路一段927號,04-26580183,healthforkids
x:臺中市:楊文澤小兒科診所,楊文澤小兒科診所,兒童發展篩檢院所,臺中市,大里區,臺中市大里區塗城路864號,04-24930319,healthforkids
3536041589,楊超博診所,兒童發展篩檢院所,臺中市,清水區,臺中市清水區中山路151之8號,04-26229595,healthforkids
x:臺中市:楊醫師小兒科診所,楊醫師小兒科診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區昌平路一段356之1號,04-22430092,healthforkids
3503272350,榛果耳鼻喉科診所,兒童發展篩檢院所,臺中市,西屯區,臺中市西屯區東興路三段379號,04-23104668,healthforkids
3503080058,樂天兒科診所,兒童發展篩檢院所,臺中市,神岡區,臺中市神岡區神岡路38號,04-25630200,healthforkids
x:臺中市:江宗龍小兒科診所,江宗龍小兒科診所,兒童發展篩檢院所,臺中市,大里區,臺中市大里區益民路二段323號,04-24821555,healthforkids
x:臺中市:汪小兒科診所,汪小兒科診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區黎明路二段15號,04-23811388,healthforkids
x:臺中市:沙鹿李小兒科診所,沙鹿李小兒科診所,兒童發展篩檢院所,臺中市,沙鹿區,臺中市沙鹿區沙田路172號,04-26657022,healthforkids
x:臺中市:淵元兒科診所,淵元兒科診所,兒童發展篩檢院所,臺中市,南區,臺中市南區南屯路一段271號,04-23755460,healthforkids
x:臺中市:游振國小兒科診所,游振國小兒科診所,兒童發展篩檢院所,臺中市,潭子區,臺中市潭子區甘蔗里雅潭路一段165號,04-25321233,healthforkids
x:臺中市:湯瑪仕小兒科診所,湯瑪仕小兒科診所,兒童發展篩檢院所,臺中市,東勢區,臺中市東勢區豐勢路445號,04-25772366,healthforkids
1536151042,烏日澄清醫院,兒童發展篩檢院所,臺中市,烏日區,臺中市烏日區光明路419號,04-23376232,healthforkids;sfaa
3503160051,燦軒耳鼻喉康健診所,兒童發展篩檢院所,臺中市,大肚區,臺中市大肚區沙田路三段61號,04-26990460,healthforkids
x:臺中市:王佑賢小兒科診所,王佑賢小兒科診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區興安路二段419號,04-22474792,healthforkids
x:臺中市:王榮森小兒科診所,王榮森小兒科診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區松竹里昌平路二段11之9號,04-22451674,healthforkids
x:臺中市:王秉菴小兒科診所,王秉菴小兒科診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區舊社里崇德路二段297號,04-22427966,healthforkids
x:臺中市:王道文聯合門診王道文小兒科診所,王道文聯合門診王道文小兒科診所,兒童發展篩檢院所,臺中市,西區,臺中市西區忠誠里太原路一段38號,04-23147939,healthforkids
x:臺中市:理想家小兒科診所,理想家小兒科診所,兒童發展篩檢院所,臺中市,西屯區,臺中市西屯區福雅路73號,04-24618096,healthforkids
5936030479,琉璃光診所,兒童發展篩檢院所,臺中市,大甲區,臺中市大甲區順天路342號,04-26873051,healthforkids
x:臺中市:瑞銘小兒科診所,瑞銘小兒科診所,兒童發展篩檢院所,臺中市,南區,臺中市南區工學路140號,04-22652116,healthforkids
x:臺中市:白耳鼻喉科診所,白耳鼻喉科診所,兒童發展篩檢院所,臺中市,南區,臺中市南區學府路152號,04-22220600,healthforkids
x:臺中市:祐幼診所,祐幼診所,兒童發展篩檢院所,臺中市,東區,臺中市東區臺中路121號,04-22235114,healthforkids
x:臺中市:祐華親子診所,祐華親子診所,兒童發展篩檢院所,臺中市,北區,臺中市北區北平路二段194號,04-22925668,healthforkids
3503190415,祥威新光耳鼻喉科兒科診所,兒童發展篩檢院所,臺中市,太平區,臺中市太平區育賢路350號,04-23938119,healthforkids
x:臺中市:祥威耳鼻喉科兒科診所,祥威耳鼻喉科兒科診所,兒童發展篩檢院所,臺中市,西屯區,臺中市西屯區青海路二段240之7號,04-27000132,healthforkids
3536080031,祥祐診所,兒童發展篩檢院所,臺中市,北區,臺中市北區三民路三段348號,04-22315688,healthforkids
x:臺中市:禎宏診所,禎宏診所,兒童發展篩檢院所,臺中市,太平區,臺中市太平區新興路22號,04-23959209,healthforkids
3517061178,福茂聯合門診福茂小兒科診所,兒童發展篩檢院所,臺中市,西屯區,臺中市西屯區西屯路二段273之1號,04-24518758,healthforkids
3503272636,禾馨嘉禾婦幼診所,兒童發展篩檢院所,臺中市,西屯區,臺中市西屯區安和路118之18號,03-3465333,healthforkids
3503272627,禾馨安和婦幼診所,兒童發展篩檢院所,臺中市,西屯區,臺中市西屯區安和路118之18號,04-23585333,healthforkids
x:臺中市:秀慧診所,秀慧診所,兒童發展篩檢院所,臺中市,北區,臺中市北區忠太東路58之12號,04-22031830,healthforkids
3503291702,立誠診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區環太東路555號,04-23936681,healthforkids
3536040171,紀小兒科內科診所,兒童發展篩檢院所,臺中市,清水區,臺中市清水區西寧里中興街66號,04-26228596,healthforkids
3503200587,緻為東榮診所,兒童發展篩檢院所,臺中市,大里區,臺中市大里區東榮路211號,04-24817666,healthforkids
x:臺中市:聖心診所,聖心診所,兒童發展篩檢院所,臺中市,大里區,臺中市大里區東榮路350號,04-24872100,healthforkids
x:臺中市:臺中家幼診所,臺中家幼診所,兒童發展篩檢院所,臺中市,北區,臺中市北區進化北路96號,04-22315588,healthforkids
2317070010,臺中市南屯區衛生所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區向心南路811號,04-23827640,healthforkids
2336070012,臺中市后里區衛生所,兒童發展篩檢院所,臺中市,后里區,臺中市后里區公安路86號,04-25562048,healthforkids
2336210034,臺中市和平區梨山衛生所,兒童發展篩檢院所,臺中市,和平區,臺中市和平區梨山里中正路68號,04-25989540,healthforkids
x:臺中市:臺中市和平區衛生所,臺中市和平區衛生所,兒童發展篩檢院所,臺中市,和平區,臺中市和平區東關路三段132號,04-25942781,healthforkids
x:臺中市:臺中市外埔區衛生所,臺中市外埔區衛生所,兒童發展篩檢院所,臺中市,外埔區,臺中市外埔區甲后路三段1062號,04-26833208,healthforkids
2336140019,臺中市大安區衛生所,兒童發展篩檢院所,臺中市,大安區,臺中市大安區中山南路333號,04-26713681,healthforkids
2336030018,臺中市大甲區衛生所,兒童發展篩檢院所,臺中市,大甲區,臺中市大甲區德興路81號,04-26872153,healthforkids
2336160011,臺中市大肚區衛生所,兒童發展篩檢院所,臺中市,大肚區,臺中市大肚區榮華街1號,04-26996311,healthforkids
2336200010,臺中市大里區衛生所,兒童發展篩檢院所,臺中市,大里區,臺中市大里區大衛路82號,04-24061500,healthforkids
2336100015,臺中市大雅區衛生所,兒童發展篩檢院所,臺中市,大雅區,臺中市大雅區中清東路232號,04-25661091,healthforkids
2336110011,臺中市新社區衛生所,兒童發展篩檢院所,臺中市,新社區,臺中市新社區新社里興社街四段1號,04-25811704,healthforkids
2336020012,臺中市東勢區衛生所,兒童發展篩檢院所,臺中市,東勢區,臺中市東勢區中寧里豐勢路490號,04-25881424,healthforkids
2317020010,臺中市東區衛生所,兒童發展篩檢院所,臺中市,東區,臺中市東區信義街142號,04-22834121,healthforkids
x:臺中市:臺中市梧棲區衛生所,臺中市梧棲區衛生所,兒童發展篩檢院所,臺中市,梧棲區,臺中市梧棲區雲集街70巷3號,04-26562809,healthforkids
2336050010,臺中市沙鹿區衛生所,兒童發展篩檢院所,臺中市,沙鹿區,臺中市沙鹿區文昌街20號,04-26625040,healthforkids
x:臺中市:臺中市潭子區衛生所,臺中市潭子區衛生所,兒童發展篩檢院所,臺中市,潭子區,臺中市潭子區中山路二段241巷5號,04-25324643,healthforkids
2336150015,臺中市烏日區衛生所,兒童發展篩檢院所,臺中市,烏日區,臺中市烏日區長樂街136號,04-23381027,healthforkids
2336120017,臺中市石岡區衛生所,兒童發展篩檢院所,臺中市,石岡區,臺中市石岡區石岡街6號,04-25721887,healthforkids
2336080018,臺中市神岡區衛生所,兒童發展篩檢院所,臺中市,神岡區,臺中市神岡區神岡路2號,04-25622792,healthforkids
1303290012,臺中市立老人復健綜合醫院(委託財團法人中國醫藥大學興建經營),兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區太原路三段1141號,04-24375252,healthforkids
2336010016,臺中市豐原區衛生所,兒童發展篩檢院所,臺中市,豐原區,臺中市豐原區中興路136號,04-25261170,healthforkids
2336180013,臺中市霧峰區衛生所,兒童發展篩檢院所,臺中市,霧峰區,臺中市霧峰區民生路1之9號,04-23393022,healthforkids
2336170017,臺中市龍井區衛生所,兒童發展篩檢院所,臺中市,龍井區,臺中市龍井區竹坑里沙田路四段243號,04-26352228,healthforkids
1517021074,臺安醫院,兒童發展篩檢院所,臺中市,東區,臺中市東區進化路203號,04-23602000,healthforkids;sfaa
3517081394,芳鄰診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區東山路一段240號,04-24371433,healthforkids
1503290025,茂盛醫院,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區昌平路一段30之6號,04-22347057,healthforkids;sfaa
x:臺中市:莊雅旭小兒科診所,莊雅旭小兒科診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區松竹路二段155號,04-22411723,healthforkids
3503230110,華幼診所,兒童發展篩檢院所,臺中市,東區,臺中市東區進化路211號,04-23600099,healthforkids
3503040107,萬安診所,兒童發展篩檢院所,臺中市,清水區,臺中市清水區中山路126之2號,04-26227823,healthforkids
x:臺中市:董建宗小兒科診所,董建宗小兒科診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區溝墘里大墩路508號,04-23203873,healthforkids
x:臺中市:蔡振昌耳鼻喉科診所,蔡振昌耳鼻喉科診所,兒童發展篩檢院所,臺中市,大肚區,臺中市大肚區文昌路一段38號,04-26995566,healthforkids
x:臺中市:蔡政益小兒科診所,蔡政益小兒科診所,兒童發展篩檢院所,臺中市,大里區,臺中市大里區新里里益民路二段169號,04-24870721,healthforkids
x:臺中市:蔡明哲小兒科診所,蔡明哲小兒科診所,兒童發展篩檢院所,臺中市,霧峰區,臺中市霧峰區中正里中正路1102號,04-23338728,healthforkids
x:臺中市:薛凱中診所,薛凱中診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區大墩路383號,04-24716898,healthforkids
3517070757,蘇德慶診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區東興路二段57號,04-24717572,healthforkids
x:臺中市:蘇游耳鼻喉科診所,蘇游耳鼻喉科診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區昌平路一段99之3號,04-22462420,healthforkids
x:臺中市:親子診所,親子診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區黎明路一段1091號,04-23862626,healthforkids
3503050247,許志煌兒科診所,兒童發展篩檢院所,臺中市,沙鹿區,臺中市沙鹿區民族路72號,04-26623790,healthforkids
x:臺中市:許慶芳耳鼻喉科診所,許慶芳耳鼻喉科診所,兒童發展篩檢院所,臺中市,豐原區,臺中市豐原區胡蘆里中山路506號,04-25292857,healthforkids
x:臺中市:許文俊小兒科診所,許文俊小兒科診所,兒童發展篩檢院所,臺中市,北區,臺中市北區進化北路265號,04-22350366,healthforkids
x:臺中市:許躍騰診所,許躍騰診所,兒童發展篩檢院所,臺中市,豐原區,臺中市豐原區下街里中正路222號,04-25222010,healthforkids
3503230272,詠馨診所,兒童發展篩檢院所,臺中市,東區,臺中市東區大智路39號,04-22236216,healthforkids
x:臺中市:誠心兒科診所,誠心兒科診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區東興路二段33號,04-24719001,healthforkids
5903261197,謝佳璋小兒科診所,兒童發展篩檢院所,臺中市,北區,臺中市北區漢口路四段300號,04-22355918,healthforkids
x:臺中市:謝煌德小兒科診所,謝煌德小兒科診所,兒童發展篩檢院所,臺中市,霧峰區,臺中市霧峰區中正路988號,04-23314766,healthforkids
x:臺中市:謝錦松內小兒科診所,謝錦松內小兒科診所,兒童發展篩檢院所,臺中市,豐原區,臺中市豐原區豐西里中正路394號,04-25241310,healthforkids
x:臺中市:豊府診所,豊府診所,兒童發展篩檢院所,臺中市,東區,臺中市東區旱溪東路一段293號,04-22126228,healthforkids
x:臺中市:賴東昇小兒科診所,賴東昇小兒科診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區大業路93號,04-23280188,healthforkids
x:臺中市:賴永章小兒科診所,賴永章小兒科診所,兒童發展篩檢院所,臺中市,西區,臺中市西區大全街41號,04-23714599,healthforkids
3503200550,軒宇診所,兒童發展篩檢院所,臺中市,大里區,臺中市大里區永隆路11號,04-24067095,healthforkids
3503290929,輝佑診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區環太東路470號,04-23935252,healthforkids
3503291677,辰丞文心耳鼻喉科兒科診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區文心路四段278號,04-22365828,healthforkids
x:臺中市:邢志宇耳鼻喉科診所,邢志宇耳鼻喉科診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區南屯路二段252號,04-24735806,healthforkids
x:臺中市:郭品君診所,郭品君診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區黎明路一段1059號,04-23817333,healthforkids
x:臺中市:金寶貝診所,金寶貝診所,兒童發展篩檢院所,臺中市,霧峰區,臺中市霧峰區中正路882號,04-23303008,healthforkids
x:臺中市:鎧緯耳鼻喉科診所,鎧緯耳鼻喉科診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區景賢路276號,04-24369187,healthforkids
x:臺中市:長頸鹿小兒科診所,長頸鹿小兒科診所,兒童發展篩檢院所,臺中市,東勢區,臺中市東勢區豐勢路418號,04-25771809,healthforkids
x:臺中市:阮春閔小兒科診所,阮春閔小兒科診所,兒童發展篩檢院所,臺中市,西區,臺中市西區南屯路一段148號,04-23757456,healthforkids
x:臺中市:陳亮宇耳鼻喉科診所,陳亮宇耳鼻喉科診所,兒童發展篩檢院所,臺中市,西屯區,臺中市西屯區大墩路995號,04-23203888,healthforkids
x:臺中市:陳俊宏小兒科診所,陳俊宏小兒科診所,兒童發展篩檢院所,臺中市,西屯區,臺中市西屯區青海路一段3之3號,04-23146466,healthforkids
3517020775,陳國華小兒科診所,兒童發展篩檢院所,臺中市,東區,臺中市東區進化路218之1號,04-23601245,healthforkids
x:臺中市:陳德義小兒科診所,陳德義小兒科診所,兒童發展篩檢院所,臺中市,南區,臺中市南區美村南路147號,04-22650913,healthforkids
x:臺中市:陳憲立小兒科診所,陳憲立小兒科診所,兒童發展篩檢院所,臺中市,北屯區,臺中市北屯區昌平路一段42號,04-22335878,healthforkids
3536040279,陳振昆診所,兒童發展篩檢院所,臺中市,清水區,臺中市清水區清水里中山路127號,04-26225205,healthforkids
x:臺中市:陳祥雪小兒科診所,陳祥雪小兒科診所,兒童發展篩檢院所,臺中市,大里區,臺中市大里區西榮里新生西路42號,04-24850052,healthforkids
x:臺中市:陳鉉煒小兒科診所,陳鉉煒小兒科診所,兒童發展篩檢院所,臺中市,南區,臺中市南區臺中路156號,04-22861566,healthforkids
3503150135,順馨診所,兒童發展篩檢院所,臺中市,烏日區,臺中市烏日區中山路二段297號,04-23360115,healthforkids
x:臺中市:顧耳鼻喉科診所,顧耳鼻喉科診所,兒童發展篩檢院所,臺中市,大里區,臺中市大里區塗城路532號,04-24966988,healthforkids
x:臺中市:香光小兒科診所,香光小兒科診所,兒童發展篩檢院所,臺中市,大里區,臺中市大里區中興路二段392之1號,04-24825105,healthforkids
3503100171,黃慶來診所,兒童發展篩檢院所,臺中市,大雅區,臺中市大雅區中清東路88號,04-25601199,healthforkids
3503282141,黎明晨至診所,兒童發展篩檢院所,臺中市,南屯區,臺中市南屯區黎明路一段1039號,04-23891195,healthforkids
5936171439,龍井東海小兒科診所,兒童發展篩檢院所,臺中市,龍井區,臺中市龍井區新興路96之23號,04-26521838,healthforkids
0501010019,三軍總醫院松山分院附設民眾診療服務處,兒童發展篩檢院所,臺北市,松山區,臺北市松山區健康路131號,02-27642151,healthforkids
0901020013,中山醫療社團法人中山醫院,兒童發展篩檢院所,臺北市,大安區,臺北市大安區仁愛路四段112巷11號,02-27081166,healthforkids;sfaa
350102J299,仁愛柚子診所,兒童發展篩檢院所,臺北市,大安區,臺北市大安區仁愛路四段33號,02-27711380,healthforkids
x:臺北市:何叔芳小兒科診所,何叔芳小兒科診所,兒童發展篩檢院所,臺北市,北投區,臺北市北投區石牌路二段90巷12號,02-28206886,healthforkids
3501154564,佩佩婦幼診所,兒童發展篩檢院所,臺北市,士林區,臺北市士林區中山北路六段182號,02-28386262,healthforkids
3501114613,佳霖診所,兒童發展篩檢院所,臺北市,內湖區,臺北市內湖區東湖路147號,02-26334535,healthforkids
3501203455,佳鴻診所,兒童發展篩檢院所,臺北市,文山區,臺北市文山區羅斯福路六段256號,02-29333096,healthforkids
3501187054,侑澄診所,兒童發展篩檢院所,臺北市,中正區,臺北市中正區信義路二段189號,02-23960123,healthforkids
3501027491,劉建宏診所,兒童發展篩檢院所,臺北市,大安區,臺北市大安區大安路二段139號,02-27002368,healthforkids
1501010010,博仁綜合醫院,兒童發展篩檢院所,臺北市,松山區,臺北市松山區光復北路66號,02-25786677,healthforkids
3501108008,四季和安婦幼診所,兒童發展篩檢院所,臺北市,中山區,臺北市中山區林森北路458號,02-25677310,healthforkids
4001110018,國泰醫療財團法人內湖國泰診所,兒童發展篩檢院所,臺北市,內湖區,臺北市內湖區瑞光路337號,02-87972121,healthforkids;sfaa
0401180023,國立臺灣大學醫學院附設醫院兒童醫院,兒童發展篩檢院所,臺北市,中正區,臺北市中正區中山南路8號,02-23123456,healthforkids;sfaa
0401190010,國立臺灣大學醫學院附設醫院北護分院,兒童發展篩檢院所,臺北市,萬華區,臺北市萬華區內江街87號,02-23717101,healthforkids
5931052724,士林小兒科診所,兒童發展篩檢院所,臺北市,士林區,臺北市士林區中正路249號,02-28812485,healthforkids
3501155007,士林欣然耳鼻喉科診所,兒童發展篩檢院所,臺北市,士林區,臺北市士林區文林路450號,02-28386090,healthforkids
x:臺北市:存德小兒科診所,存德小兒科診所,兒童發展篩檢院所,臺北市,士林區,臺北市士林區文林路460號,02-28342567,healthforkids
3501015035,安兒康小兒專科診所,兒童發展篩檢院所,臺北市,松山區,臺北市松山區敦化北路118號,02-77287688,healthforkids;sfaa
350102H071,家齡診所,兒童發展篩檢院所,臺北市,大安區,臺北市大安區敦化南路一段205號,02-27212821,healthforkids
3501103665,寧康聯合診所,兒童發展篩檢院所,臺北市,中山區,臺北市中山區龍江路209巷6之1號,02-25013862,healthforkids
3501154528,小禾馨士林小兒專科診所,兒童發展篩檢院所,臺北市,士林區,臺北市士林區中正路289號,02-28827333,healthforkids
350102I845,小禾馨小兒專科診所,兒童發展篩檢院所,臺北市,大安區,臺北市大安區新生南路三段4號,02-23698833,healthforkids
3501114186,小禾馨民權小兒專科診所,兒童發展篩檢院所,臺北市,內湖區,臺北市內湖區行忠路191號,02-27910233,healthforkids
350102I096,尹書田醫療財團法人書田泌尿科眼科診所,兒童發展篩檢院所,臺北市,大安區,臺北市大安區建國南路二段276號,02-23690211,healthforkids
x:臺北市:屈銘軒小兒科診所,屈銘軒小兒科診所,兒童發展篩檢院所,臺北市,文山區,臺北市文山區興隆路二段301巷4之2號,02-29308518,healthforkids
1101110026,康寧醫療財團法人康寧醫院,兒童發展篩檢院所,臺北市,內湖區,臺北市內湖區成功路五段420巷26號,02-26345500,healthforkids;sfaa
3501015606,弘宇診所,兒童發展篩檢院所,臺北市,松山區,臺北市松山區民權東路三段160巷2之6號,02-27128875,healthforkids
x:臺北市:張育驍診所,張育驍診所,兒童發展篩檢院所,臺北市,信義區,臺北市信義區吳興街467巷2弄6號,02-27291011,healthforkids
x:臺北市:張虔熙小兒科診所,張虔熙小兒科診所,兒童發展篩檢院所,臺北市,士林區,臺北市士林區中山北路六段282號,02-28361368,healthforkids
3501202510,徐慧玲診所,兒童發展篩檢院所,臺北市,文山區,臺北市文山區興隆路四段99號,02-22340000,healthforkids
3501015660,心田民生診所,兒童發展篩檢院所,臺北市,松山區,臺北市松山區民生東路五段105號,02-27653039,healthforkids
x:臺北市:快樂兒童診所,快樂兒童診所,兒童發展篩檢院所,臺北市,萬華區,臺北市萬華區寶興街121號,02-23328610,healthforkids
350102J879,怡兒大安親子診所,兒童發展篩檢院所,臺北市,大安區,臺北市大安區金華街162之3號,02-23564401,healthforkids
3501094269,悅昇診所,兒童發展篩檢院所,臺北市,大同區,臺北市大同區錦西街50之1號,02-25502664,healthforkids
3501153745,愛林診所,兒童發展篩檢院所,臺北市,士林區,臺北市士林區承德路四段222號,02-28836881,healthforkids
x:臺北市:木生婦幼診所,木生婦幼診所,兒童發展篩檢院所,臺北市,中山區,臺北市中山區長安東路二段90號,02-25012312,healthforkids
3501161185,李伯匯小兒科診所,兒童發展篩檢院所,臺北市,北投區,臺北市北投區石牌路一段93號,02-28221212,healthforkids
x:臺北市:李文珍小兒科診所,李文珍小兒科診所,兒童發展篩檢院所,臺北市,南港區,臺北市南港區研究院路二段74號,02-26511871,healthforkids
3501122142,松展診所,兒童發展篩檢院所,臺北市,南港區,臺北市南港區忠孝東路六段110巷18號,02-27631373,healthforkids
3501155025,柳橙親子診所,兒童發展篩檢院所,臺北市,士林區,臺北市士林區天母北路35號,02-28742818,healthforkids
3501109845,永育樂群診所,兒童發展篩檢院所,臺北市,中山區,臺北市中山區樂群二路210之2號,02-85012268,healthforkids
3501114597,永育醫療大湖診所,兒童發展篩檢院所,臺北市,內湖區,臺北市內湖區成功路四段366號,02-27906002,healthforkids
3501114882,永育醫療康樂診所,兒童發展篩檢院所,臺北市,內湖區,臺北市內湖區康樂街82號,02-26308800,healthforkids
x:臺北市:江崇萍小兒科診所,江崇萍小兒科診所,兒童發展篩檢院所,臺北市,松山區,臺北市松山區南京東路五段251巷24弄27號,02-27632260,healthforkids
350110B143,沐晴診所,兒童發展篩檢院所,臺北市,中山區,臺北市中山區龍江路401號,02-25189009,healthforkids
x:臺北市:洪佑承小兒專科診所,洪佑承小兒專科診所,兒童發展篩檢院所,臺北市,文山區,臺北市文山區興隆路四段64之2號,02-29364708,healthforkids
x:臺北市:漢宗小兒科診所,漢宗小兒科診所,兒童發展篩檢院所,臺北市,萬華區,臺北市萬華區中華路二段434號,02-23039022,healthforkids
350102I498,澤星親子診所,兒童發展篩檢院所,臺北市,大安區,臺北市大安區敦化南路一段376號2樓之2,02-27018848,healthforkids
3501113750,禾馨內湖婦幼診所,兒童發展篩檢院所,臺北市,內湖區,臺北市內湖區民權東路六段42號,02-55713333,healthforkids
350102H526,禾馨大安婦幼診所,兒童發展篩檢院所,臺北市,大安區,臺北市大安區新生南路三段4號,02-23682333,healthforkids
JY01180077,禾馨婦產科診所,兒童發展篩檢院所,臺北市,中正區,臺北市中正區懷寧街78號,02-23612323,healthforkids
